Unnamed: 0	best_epoch	best_validation_accuracy	best_validation_loss	dataset_reader.token_indexers.tokens.lowercase_tokens	dataset_reader.token_indexers.tokens.type	dataset_reader.tokenizer.end_tokens	dataset_reader.type	epoch	evaluate_on_test	iterator.batch_size	iterator.sorting_keys	iterator.type	model.aggregate_feedforward.activations	model.aggregate_feedforward.dropout	model.aggregate_feedforward.hidden_dims	model.aggregate_feedforward.input_dim	model.aggregate_feedforward.num_layers	model.attend_feedforward.activations	model.attend_feedforward.dropout	model.attend_feedforward.hidden_dims	model.attend_feedforward.input_dim	model.attend_feedforward.num_layers	model.compare_feedforward.activations	model.compare_feedforward.dropout	model.compare_feedforward.hidden_dims	model.compare_feedforward.input_dim	model.compare_feedforward.num_layers	model.initializer	model.similarity_function.type	model.text_field_embedder.token_embedders.tokens.embedding_dim	model.text_field_embedder.token_embedders.tokens.pretrained_file	model.text_field_embedder.token_embedders.tokens.projection_dim	model.text_field_embedder.token_embedders.tokens.trainable	model.text_field_embedder.token_embedders.tokens.type	model.type	peak_cpu_memory_MB	peak_gpu_0_memory_MB	peak_gpu_1_memory_MB	peak_gpu_2_memory_MB	peak_gpu_3_memory_MB	test_accuracy	test_data_path	test_loss	train_data_path	trainer.cuda_device	trainer.grad_clipping	trainer.num_epochs	trainer.num_serialized_models_to_keep	trainer.optimizer.lr	trainer.optimizer.type	trainer.patience	trainer.validation_metric	training_accuracy	training_cpu_memory_MB	training_duration	training_epochs	training_gpu_0_memory_MB	training_gpu_1_memory_MB	training_gpu_2_memory_MB	training_gpu_3_memory_MB	training_loss	training_start_epoch	validation_accuracy	validation_data_path	validation_loss	dataset_reader.sample	embedding
0	1	0.4969325153374233	0.7258755138942173	True	single_id	['@@NULL@@']	snli	20	True	64	[['premise', 'num_tokens'], ['hypothesis', 'num_tokens']]	bucket	['relu', 'relu', 'relu', 'linear']	['0.48007872084413283', '0.48007872084413283', '0.48007872084413283', '0.0']	[231, 231, 231, 2]	890	4	relu	0.38859197915129207	315	74	3	tanh	0.4529359612306862	445	148	1	[['.*linear_layers.*weight', {'type': 'xavier_normal'}], ['.*token_embedder_tokens\\._projection.*weight', {'type': 'xavier_normal'}]]	dot_product	300	https://s3-us-west-2.amazonaws.com/allennlp/datasets/glove/glove.6B.300d.txt.gz	74	False	embedding	decomposable_attention	2803.664	0	11353	2801	2919	0.6039510818438382	/home/suching/reproducibility/SciTailV1.1/snli_format/scitail_1.0_test.txt	0.6722116715767804	/home/suching/reproducibility/SciTailV1.1/snli_format/scitail_1.0_train.txt	0	9.441609600126482	140	1	0.05010108609837558	adagrad	20	+accuracy	0.6356162061366333	2803.652	165.0	20	0	11353	2801	2919	0.6509515146414439	0	0.4961656441717792	/home/suching/reproducibility/SciTailV1.1/snli_format/scitail_1.0_dev.txt	0.7191777796972365	23596	glove
1	5	0.4930981595092024	0.7763582723481315	True	single_id	['@@NULL@@']	snli	24	True	64	[['premise', 'num_tokens'], ['hypothesis', 'num_tokens']]	bucket	['tanh', 'tanh', 'tanh', 'linear']	['0.36621091831679187', '0.36621091831679187', '0.36621091831679187', '0.0']	[448, 448, 448, 2]	860	4	relu	0.10988590860576893	204	116	3	relu	0.10400389275111704	430	232	1	[['.*linear_layers.*weight', {'type': 'xavier_normal'}], ['.*token_embedder_tokens\\._projection.*weight', {'type': 'xavier_normal'}]]	dot_product	300	https://s3-us-west-2.amazonaws.com/allennlp/datasets/glove/glove.6B.300d.txt.gz	116	False	embedding	decomposable_attention	2804.78	0	11353	1617	2067	0.5785512699905927	/home/suching/reproducibility/SciTailV1.1/snli_format/scitail_1.0_test.txt	0.6908068201121162	/home/suching/reproducibility/SciTailV1.1/snli_format/scitail_1.0_train.txt	0	5.089048549458107	140	1	2.6364500663947296e-06	adagrad	20	+accuracy	0.5647143583658247	2804.78	194.0	24	0	11353	1617	2067	0.8006378891991406	0	0.4907975460122699	/home/suching/reproducibility/SciTailV1.1/snli_format/scitail_1.0_dev.txt	0.8017979235876174	23596	glove
2	8	0.5176380368098159	0.9304970162255424	True	single_id	['@@NULL@@']	snli	27	True	64	[['premise', 'num_tokens'], ['hypothesis', 'num_tokens']]	bucket	['relu', 'relu', 'linear']	['0.06362114429737814', '0.06362114429737814', '0.0']	[405, 405, 2]	236	3	tanh	0.10249863379701336	273	285	1	relu	0.105240223987966	118	570	2	[['.*linear_layers.*weight', {'type': 'xavier_normal'}], ['.*token_embedder_tokens\\._projection.*weight', {'type': 'xavier_normal'}]]	dot_product	300	https://s3-us-west-2.amazonaws.com/allennlp/datasets/glove/glove.6B.300d.txt.gz	285	False	embedding	decomposable_attention	2803.16	0	11353	2519	2003	0.38381937911571024	/home/suching/reproducibility/SciTailV1.1/snli_format/scitail_1.0_test.txt	1.0328248511342442	/home/suching/reproducibility/SciTailV1.1/snli_format/scitail_1.0_train.txt	0	5.0789666776788245	140	1	1.1152602266743264e-06	adagrad	20	+accuracy	0.4469825394134599	2803.16	208.0	27	0	11353	2519	2003	0.9876337981805569	0	0.4693251533742331	/home/suching/reproducibility/SciTailV1.1/snli_format/scitail_1.0_dev.txt	0.8266497822034926	23596	glove
3	126	0.7078220858895705	0.5617148727178574	True	single_id	['@@NULL@@']	snli	139	True	64	[['premise', 'num_tokens'], ['hypothesis', 'num_tokens']]	bucket	['tanh', 'linear']	['0.17322961538012627', '0.0']	[182, 2]	428	2	tanh	0.039992469108677535	427	268	1	tanh	0.33655784434989305	214	536	3	[['.*linear_layers.*weight', {'type': 'xavier_normal'}], ['.*token_embedder_tokens\\._projection.*weight', {'type': 'xavier_normal'}]]	dot_product	300	https://s3-us-west-2.amazonaws.com/allennlp/datasets/glove/glove.6B.300d.txt.gz	268	False	embedding	decomposable_attention	2803.34	0	11353	3565	3147	0.7257761053621825	/home/suching/reproducibility/SciTailV1.1/snli_format/scitail_1.0_test.txt	0.5731356122037944	/home/suching/reproducibility/SciTailV1.1/snli_format/scitail_1.0_train.txt	0	6.1414531401687045	140	1	0.00011151164189475547	adagrad	20	+accuracy	0.7105017799627056	2803.34	1065.0	139	0	11353	3565	2065	0.5790383584575278	0	0.7055214723926381	/home/suching/reproducibility/SciTailV1.1/snli_format/scitail_1.0_dev.txt	0.5646226775078547	23596	glove
4	11	0.8090490797546013	0.4362179253782545	True	single_id	['@@NULL@@']	snli	30	True	64	[['premise', 'num_tokens'], ['hypothesis', 'num_tokens']]	bucket	['relu', 'linear']	['0.38521115400534117', '0.0']	[76, 2]	584	2	tanh	0.4293191027287181	225	111	1	relu	0.1130415324656186	292	222	3	[['.*linear_layers.*weight', {'type': 'xavier_normal'}], ['.*token_embedder_tokens\\._projection.*weight', {'type': 'xavier_normal'}]]	dot_product	300	https://s3-us-west-2.amazonaws.com/allennlp/datasets/glove/glove.6B.300d.txt.gz	111	False	embedding	decomposable_attention	2803.42	0	11353	2167	1311	0.7648165569143932	/home/suching/reproducibility/SciTailV1.1/snli_format/scitail_1.0_test.txt	0.5175412661012482	/home/suching/reproducibility/SciTailV1.1/snli_format/scitail_1.0_train.txt	0	8.46025741951375	140	1	0.0012299148925525199	adagrad	20	+accuracy	0.8609510086455331	2803.42	230.00000000000003	30	0	11353	2167	1311	0.3296980594151065	0	0.7883435582822086	/home/suching/reproducibility/SciTailV1.1/snli_format/scitail_1.0_dev.txt	0.4457796223106839	23596	glove
5	2	0.5521472392638037	0.8123757413455418	True	single_id	['@@NULL@@']	snli	21	True	64	[['premise', 'num_tokens'], ['hypothesis', 'num_tokens']]	bucket	['tanh', 'linear']	['0.017162405893360932', '0.0']	[98, 2]	710	2	tanh	0.291222234011579	400	146	1	tanh	0.10843556337657018	355	292	2	[['.*linear_layers.*weight', {'type': 'xavier_normal'}], ['.*token_embedder_tokens\\._projection.*weight', {'type': 'xavier_normal'}]]	dot_product	300	https://s3-us-west-2.amazonaws.com/allennlp/datasets/glove/glove.6B.300d.txt.gz	146	False	embedding	decomposable_attention	2802.548	0	11353	3347	2113	0.4807149576669802	/home/suching/reproducibility/SciTailV1.1/snli_format/scitail_1.0_test.txt	0.8878625105409061	/home/suching/reproducibility/SciTailV1.1/snli_format/scitail_1.0_train.txt	0	5.925354036306393	140	1	1.0600744240297927e-06	adagrad	20	+accuracy	0.5527631802000339	2802.548	160.0	21	0	11353	3347	1495	0.7916654500211804	0	0.5452453987730062	/home/suching/reproducibility/SciTailV1.1/snli_format/scitail_1.0_dev.txt	0.7929541724068778	23596	glove
6	138	0.6679447852760736	0.6099997631141117	True	single_id	['@@NULL@@']	snli	139	True	64	[['premise', 'num_tokens'], ['hypothesis', 'num_tokens']]	bucket	['tanh', 'tanh', 'tanh', 'linear']	['0.12596952657174065', '0.12596952657174065', '0.12596952657174065', '0.0']	[247, 247, 247, 2]	696	4	tanh	0.0559984989305064	411	148	1	tanh	0.34853195907702617	348	296	1	[['.*linear_layers.*weight', {'type': 'xavier_normal'}], ['.*token_embedder_tokens\\._projection.*weight', {'type': 'xavier_normal'}]]	dot_product	300	https://s3-us-west-2.amazonaws.com/allennlp/datasets/glove/glove.6B.300d.txt.gz	148	False	embedding	decomposable_attention	2806.528	0	11353	3419	3147	0.6914393226716841	/home/suching/reproducibility/SciTailV1.1/snli_format/scitail_1.0_test.txt	0.5970006212592125	/home/suching/reproducibility/SciTailV1.1/snli_format/scitail_1.0_train.txt	0	7.029551959221622	140	1	3.5616167001129545e-05	adagrad	20	+accuracy	0.6850737413120868	2806.528	1036.0	139	0	11353	3419	3147	0.5869653934870309	0	0.6679447852760736	/home/suching/reproducibility/SciTailV1.1/snli_format/scitail_1.0_dev.txt	0.6089441066696529	23596	glove
7	36	0.7906441717791411	0.5135109027226766	True	single_id	['@@NULL@@']	snli	55	True	64	[['premise', 'num_tokens'], ['hypothesis', 'num_tokens']]	bucket	['tanh', 'tanh', 'tanh', 'linear']	['0.46792510604093207', '0.46792510604093207', '0.46792510604093207', '0.0']	[70, 70, 70, 2]	486	4	tanh	0.3822629323556074	204	296	3	tanh	0.09869204467717807	243	592	2	[['.*linear_layers.*weight', {'type': 'xavier_normal'}], ['.*token_embedder_tokens\\._projection.*weight', {'type': 'xavier_normal'}]]	dot_product	300	https://s3-us-west-2.amazonaws.com/allennlp/datasets/glove/glove.6B.300d.txt.gz	296	False	embedding	decomposable_attention	2803.304	0	11353	3565	2065	0.7304797742238947	/home/suching/reproducibility/SciTailV1.1/snli_format/scitail_1.0_test.txt	0.6003904386478311	/home/suching/reproducibility/SciTailV1.1/snli_format/scitail_1.0_train.txt	0	8.094228838708219	140	1	0.003846409904712057	adagrad	20	+accuracy	0.8152652992032547	2803.304	441.0	55	0	11353	1683	2065	0.4182951536968472	0	0.7684049079754601	/home/suching/reproducibility/SciTailV1.1/snli_format/scitail_1.0_dev.txt	0.540242239123299	23596	glove
8	125	0.7147239263803681	0.5797507053329831	True	single_id	['@@NULL@@']	snli	139	True	64	[['premise', 'num_tokens'], ['hypothesis', 'num_tokens']]	bucket	['tanh', 'tanh', 'tanh', 'linear']	['0.2589394232644291', '0.2589394232644291', '0.2589394232644291', '0.0']	[179, 179, 179, 2]	220	4	relu	0.2907743064178801	369	196	1	tanh	0.11064482357940124	110	392	3	[['.*linear_layers.*weight', {'type': 'xavier_normal'}], ['.*token_embedder_tokens\\._projection.*weight', {'type': 'xavier_normal'}]]	dot_product	300	https://s3-us-west-2.amazonaws.com/allennlp/datasets/glove/glove.6B.300d.txt.gz	196	False	embedding	decomposable_attention	2804.96	0	11353	3419	3147	0.7149576669802445	/home/suching/reproducibility/SciTailV1.1/snli_format/scitail_1.0_test.txt	0.5793251092819607	/home/suching/reproducibility/SciTailV1.1/snli_format/scitail_1.0_train.txt	0	6.831901740825093	140	1	9.960042951374329e-05	adagrad	20	+accuracy	0.707196134938125	2804.96	1087.0	139	0	11353	1553	3147	0.5702814152287597	0	0.7078220858895705	/home/suching/reproducibility/SciTailV1.1/snli_format/scitail_1.0_dev.txt	0.5806116404987517	23596	glove
9	3	0.5084355828220859	0.723086709067935	True	single_id	['@@NULL@@']	snli	22	True	64	[['premise', 'num_tokens'], ['hypothesis', 'num_tokens']]	bucket	['tanh', 'linear']	['0.05638075797506653', '0.0']	[114, 2]	592	2	tanh	0.349530678052396	322	158	3	relu	0.4151863254811332	296	316	3	[['.*linear_layers.*weight', {'type': 'xavier_normal'}], ['.*token_embedder_tokens\\._projection.*weight', {'type': 'xavier_normal'}]]	dot_product	300	https://s3-us-west-2.amazonaws.com/allennlp/datasets/glove/glove.6B.300d.txt.gz	158	False	embedding	decomposable_attention	2813.572	0	11353	1683	2891	0.5954844778927564	/home/suching/reproducibility/SciTailV1.1/snli_format/scitail_1.0_test.txt	0.6672299241318422	/home/suching/reproducibility/SciTailV1.1/snli_format/scitail_1.0_train.txt	0	7.978876126077266	140	1	5.517149578079681e-05	adagrad	20	+accuracy	0.6099338870995084	2813.572	189.0	22	0	11353	1683	2891	0.6716638778444874	0	0.5061349693251533	/home/suching/reproducibility/SciTailV1.1/snli_format/scitail_1.0_dev.txt	0.7079716111932483	23596	glove
10	48	0.6986196319018405	0.6599651468651635	True	single_id	['@@NULL@@']	snli	67	True	64	[['premise', 'num_tokens'], ['hypothesis', 'num_tokens']]	bucket	['relu', 'relu', 'linear']	['0.2760751560608254', '0.2760751560608254', '0.0']	[288, 288, 2]	938	3	tanh	0.13545366463590264	145	69	3	relu	0.44690181044758415	469	138	3	[['.*linear_layers.*weight', {'type': 'xavier_normal'}], ['.*token_embedder_tokens\\._projection.*weight', {'type': 'xavier_normal'}]]	dot_product	300	https://s3-us-west-2.amazonaws.com/allennlp/datasets/glove/glove.6B.300d.txt.gz	69	False	embedding	decomposable_attention	2805.0559999999996	0	11353	1683	3621	0.7596425211665099	/home/suching/reproducibility/SciTailV1.1/snli_format/scitail_1.0_test.txt	0.5768056275213466	/home/suching/reproducibility/SciTailV1.1/snli_format/scitail_1.0_train.txt	0	6.53543869676489	140	1	0.03540777695240988	adagrad	20	+accuracy	0.8887523309035429	2805.0559999999996	545.0	67	0	11353	1683	2891	0.2666724255348891	0	0.6809815950920245	/home/suching/reproducibility/SciTailV1.1/snli_format/scitail_1.0_dev.txt	0.7946009706883204	23596	glove
11	0	0.4961656441717792	0.9013201509203228	True	single_id	['@@NULL@@']	snli	19	True	64	[['premise', 'num_tokens'], ['hypothesis', 'num_tokens']]	bucket	['tanh', 'tanh', 'tanh', 'linear']	['0.4096566753035632', '0.4096566753035632', '0.4096566753035632', '0.0']	[115, 115, 115, 2]	818	4	relu	0.23283006448720886	114	190	1	relu	0.024587836526882456	409	380	1	[['.*linear_layers.*weight', {'type': 'xavier_normal'}], ['.*token_embedder_tokens\\._projection.*weight', {'type': 'xavier_normal'}]]	dot_product	300	https://s3-us-west-2.amazonaws.com/allennlp/datasets/glove/glove.6B.300d.txt.gz	190	False	embedding	decomposable_attention	2816.972	0	11353	3565	1427	0.603480714957667	/home/suching/reproducibility/SciTailV1.1/snli_format/scitail_1.0_test.txt	0.7551808471188826	/home/suching/reproducibility/SciTailV1.1/snli_format/scitail_1.0_train.txt	0	9.155005981710438	140	1	4.287470542394174e-06	adagrad	20	+accuracy	0.5591625699271063	2816.972	144.0	19	0	11353	3565	1427	0.8587169546260419	0	0.4961656441717792	/home/suching/reproducibility/SciTailV1.1/snli_format/scitail_1.0_dev.txt	0.8408541565849668	23596	glove
12	11	0.7837423312883436	0.5303655791850317	True	single_id	['@@NULL@@']	snli	30	True	64	[['premise', 'num_tokens'], ['hypothesis', 'num_tokens']]	bucket	['tanh', 'tanh', 'linear']	['0.2999402204961185', '0.2999402204961185', '0.0']	[104, 104, 2]	830	3	relu	0.4748653930846698	298	172	1	relu	0.4911385679103778	415	344	1	[['.*linear_layers.*weight', {'type': 'xavier_normal'}], ['.*token_embedder_tokens\\._projection.*weight', {'type': 'xavier_normal'}]]	dot_product	300	https://s3-us-west-2.amazonaws.com/allennlp/datasets/glove/glove.6B.300d.txt.gz	172	False	embedding	decomposable_attention	2802.948	0	11353	2691	2777	0.7855126999059266	/home/suching/reproducibility/SciTailV1.1/snli_format/scitail_1.0_test.txt	0.5180375159663313	/home/suching/reproducibility/SciTailV1.1/snli_format/scitail_1.0_train.txt	0	7.277053181703253	140	1	0.0039910264413611715	adagrad	20	+accuracy	0.876250211900322	2802.948	222.0	30	0	11353	2691	1469	0.3043097600260078	0	0.7768404907975459	/home/suching/reproducibility/SciTailV1.1/snli_format/scitail_1.0_dev.txt	0.6162237056664058	23596	glove
13	2	0.5038343558282209	0.7192582090695699	True	single_id	['@@NULL@@']	snli	21	True	64	[['premise', 'num_tokens'], ['hypothesis', 'num_tokens']]	bucket	['tanh', 'linear']	['0.04632087784455513', '0.0']	[466, 2]	480	2	relu	0.4689290959709025	295	80	2	relu	0.4955670935446639	240	160	1	[['.*linear_layers.*weight', {'type': 'xavier_normal'}], ['.*token_embedder_tokens\\._projection.*weight', {'type': 'xavier_normal'}]]	dot_product	300	https://s3-us-west-2.amazonaws.com/allennlp/datasets/glove/glove.6B.300d.txt.gz	80	False	embedding	decomposable_attention	2804.0840000000003	0	11353	2659	2777	0.3960489181561618	/home/suching/reproducibility/SciTailV1.1/snli_format/scitail_1.0_test.txt	0.7631378892590018	/home/suching/reproducibility/SciTailV1.1/snli_format/scitail_1.0_train.txt	0	8.125885606081429	140	1	0.08147548203509848	adagrad	20	+accuracy	0.5953975250042379	2804.0840000000003	161.0	21	0	11353	2659	2777	0.6910118544650917	0	0.4961656441717792	/home/suching/reproducibility/SciTailV1.1/snli_format/scitail_1.0_dev.txt	0.8196952541669209	23596	glove
14	8	0.6541411042944786	0.6194465869948977	True	single_id	['@@NULL@@']	snli	27	True	64	[['premise', 'num_tokens'], ['hypothesis', 'num_tokens']]	bucket	['tanh', 'tanh', 'tanh', 'linear']	['0.09152076110458895', '0.09152076110458895', '0.09152076110458895', '0.0']	[313, 313, 313, 2]	650	4	relu	0.0916444291950183	131	286	3	tanh	0.16579475818856432	325	572	1	[['.*linear_layers.*weight', {'type': 'xavier_normal'}], ['.*token_embedder_tokens\\._projection.*weight', {'type': 'xavier_normal'}]]	dot_product	300	https://s3-us-west-2.amazonaws.com/allennlp/datasets/glove/glove.6B.300d.txt.gz	286	False	embedding	decomposable_attention	2804.804	0	11353	1553	3147	0.6881467544684854	/home/suching/reproducibility/SciTailV1.1/snli_format/scitail_1.0_test.txt	0.5911167272750069	/home/suching/reproducibility/SciTailV1.1/snli_format/scitail_1.0_train.txt	0	8.487617986150077	140	1	0.000230881957215285	adagrad	20	+accuracy	0.8037803017460586	2804.804	215.0	27	0	11353	1553	0	0.4254478389412407	0	0.6480061349693251	/home/suching/reproducibility/SciTailV1.1/snli_format/scitail_1.0_dev.txt	0.6581202816395533	23596	glove
15	17	0.7615030674846626	0.5256266842285792	True	single_id	['@@NULL@@']	snli	36	True	64	[['premise', 'num_tokens'], ['hypothesis', 'num_tokens']]	bucket	['tanh', 'linear']	['0.11384432584695475', '0.0']	[422, 2]	976	2	tanh	0.1341281576344298	306	105	2	tanh	0.421772858204064	488	210	2	[['.*linear_layers.*weight', {'type': 'xavier_normal'}], ['.*token_embedder_tokens\\._projection.*weight', {'type': 'xavier_normal'}]]	dot_product	300	https://s3-us-west-2.amazonaws.com/allennlp/datasets/glove/glove.6B.300d.txt.gz	105	False	embedding	decomposable_attention	2803.764	0	11353	1617	2765	0.7417685794920038	/home/suching/reproducibility/SciTailV1.1/snli_format/scitail_1.0_test.txt	0.5724839576903511	/home/suching/reproducibility/SciTailV1.1/snli_format/scitail_1.0_train.txt	0	5.877352681102424	140	1	0.008860456576966798	adagrad	20	+accuracy	0.8563315816240041	2803.764	279.0	36	0	11353	1617	2765	0.3356096801022446	0	0.7193251533742331	/home/suching/reproducibility/SciTailV1.1/snli_format/scitail_1.0_dev.txt	0.6006460842632112	23596	glove
16	45	0.7929447852760736	0.5851267136278606	True	single_id	['@@NULL@@']	snli	64	True	64	[['premise', 'num_tokens'], ['hypothesis', 'num_tokens']]	bucket	['tanh', 'linear']	['0.3098899128565823', '0.0']	[317, 2]	472	2	tanh	0.19655658030890175	200	166	1	tanh	0.4643989154928274	236	332	1	[['.*linear_layers.*weight', {'type': 'xavier_normal'}], ['.*token_embedder_tokens\\._projection.*weight', {'type': 'xavier_normal'}]]	dot_product	300	https://s3-us-west-2.amazonaws.com/allennlp/datasets/glove/glove.6B.300d.txt.gz	166	False	embedding	decomposable_attention	2801.092	0	11353	2911	2003	0.7770460959548448	/home/suching/reproducibility/SciTailV1.1/snli_format/scitail_1.0_test.txt	0.6066691121634316	/home/suching/reproducibility/SciTailV1.1/snli_format/scitail_1.0_train.txt	0	6.920314897421902	140	1	0.006378500564841012	adagrad	20	+accuracy	0.9290557721647736	2801.092	444.0	64	0	11353	10	2003	0.1762046730902985	0	0.7791411042944786	/home/suching/reproducibility/SciTailV1.1/snli_format/scitail_1.0_dev.txt	0.6342395600818452	23596	glove
17	1	0.5053680981595092	0.7461405907358442	True	single_id	['@@NULL@@']	snli	20	True	64	[['premise', 'num_tokens'], ['hypothesis', 'num_tokens']]	bucket	['tanh', 'tanh', 'linear']	['0.457934748444054', '0.457934748444054', '0.0']	[503, 503, 2]	468	3	tanh	0.157982060975196	116	274	2	relu	0.4902947288787729	234	548	3	[['.*linear_layers.*weight', {'type': 'xavier_normal'}], ['.*token_embedder_tokens\\._projection.*weight', {'type': 'xavier_normal'}]]	dot_product	300	https://s3-us-west-2.amazonaws.com/allennlp/datasets/glove/glove.6B.300d.txt.gz	274	False	embedding	decomposable_attention	2804.6240000000003	0	11353	3185	1469	0.6095954844778928	/home/suching/reproducibility/SciTailV1.1/snli_format/scitail_1.0_test.txt	0.6765653543612536	/home/suching/reproducibility/SciTailV1.1/snli_format/scitail_1.0_train.txt	0	9.936559146318503	140	1	1.4952267659156971e-05	adagrad	20	+accuracy	0.5584421088320054	2804.612	165.0	20	0	11353	3185	1469	0.8656387407443711	0	0.4946319018404908	/home/suching/reproducibility/SciTailV1.1/snli_format/scitail_1.0_dev.txt	0.7457275504157657	23596	glove
18	50	0.7400306748466258	0.8464942815757933	True	single_id	['@@NULL@@']	snli	69	True	64	[['premise', 'num_tokens'], ['hypothesis', 'num_tokens']]	bucket	['relu', 'linear']	['0.24887334023672625', '0.0']	[463, 2]	836	2	relu	0.3167213639575581	478	176	3	relu	0.1918341274221218	418	352	3	[['.*linear_layers.*weight', {'type': 'xavier_normal'}], ['.*token_embedder_tokens\\._projection.*weight', {'type': 'xavier_normal'}]]	dot_product	300	https://s3-us-west-2.amazonaws.com/allennlp/datasets/glove/glove.6B.300d.txt.gz	176	False	embedding	decomposable_attention	2807.208	0	11353	3183	3969	0.7257761053621825	/home/suching/reproducibility/SciTailV1.1/snli_format/scitail_1.0_test.txt	0.8407531801392051	/home/suching/reproducibility/SciTailV1.1/snli_format/scitail_1.0_train.txt	0	8.898785643282759	140	1	0.0024082306992634648	adagrad	20	+accuracy	0.9621969825394134	2807.208	590.0	69	0	11353	1465	3969	0.09573377299609627	0	0.7323619631901841	/home/suching/reproducibility/SciTailV1.1/snli_format/scitail_1.0_dev.txt	0.9773379535902114	23596	glove
19	79	0.7676380368098159	0.5046012997627258	True	single_id	['@@NULL@@']	snli	98	True	64	[['premise', 'num_tokens'], ['hypothesis', 'num_tokens']]	bucket	['relu', 'relu', 'relu', 'linear']	['0.049093481580184506', '0.049093481580184506', '0.049093481580184506', '0.0']	[216, 216, 216, 2]	200	4	tanh	0.2055260117318297	211	293	3	tanh	0.07586940535423575	100	586	1	[['.*linear_layers.*weight', {'type': 'xavier_normal'}], ['.*token_embedder_tokens\\._projection.*weight', {'type': 'xavier_normal'}]]	dot_product	300	https://s3-us-west-2.amazonaws.com/allennlp/datasets/glove/glove.6B.300d.txt.gz	293	False	embedding	decomposable_attention	2801.5040000000004	0	11353	3347	2113	0.7737535277516463	/home/suching/reproducibility/SciTailV1.1/snli_format/scitail_1.0_test.txt	0.5143411746796439	/home/suching/reproducibility/SciTailV1.1/snli_format/scitail_1.0_train.txt	0	6.819282801019572	140	1	0.0003499933519109852	adagrad	20	+accuracy	0.8539159179521952	2801.5040000000004	749.0	98	0	11353	2791	2113	0.3396501716196053	0	0.7615030674846626	/home/suching/reproducibility/SciTailV1.1/snli_format/scitail_1.0_dev.txt	0.5038015700521923	23596	glove
20	35	0.7929447852760736	0.4991283814112346	True	single_id	['@@NULL@@']	snli	54	True	64	[['premise', 'num_tokens'], ['hypothesis', 'num_tokens']]	bucket	['tanh', 'linear']	['0.4628061964450485', '0.0']	[459, 2]	810	2	tanh	0.004960952941646946	369	132	1	tanh	0.2345380649344379	405	264	3	[['.*linear_layers.*weight', {'type': 'xavier_normal'}], ['.*token_embedder_tokens\\._projection.*weight', {'type': 'xavier_normal'}]]	dot_product	300	https://s3-us-west-2.amazonaws.com/allennlp/datasets/glove/glove.6B.300d.txt.gz	132	False	embedding	decomposable_attention	2811.348	0	11353	3183	3969	0.7638758231420508	/home/suching/reproducibility/SciTailV1.1/snli_format/scitail_1.0_test.txt	0.5315439201453153	/home/suching/reproducibility/SciTailV1.1/snli_format/scitail_1.0_train.txt	0	8.179918999801746	140	1	0.0006554108127585021	adagrad	20	+accuracy	0.8184861840989999	2811.348	427.0	54	0	11353	3183	3969	0.413107001724928	0	0.7891104294478528	/home/suching/reproducibility/SciTailV1.1/snli_format/scitail_1.0_dev.txt	0.5034191211064657	23596	glove
21	16	0.7898773006134969	0.5098590084484645	True	single_id	['@@NULL@@']	snli	35	True	64	[['premise', 'num_tokens'], ['hypothesis', 'num_tokens']]	bucket	['tanh', 'linear']	['0.0771771953896726', '0.0']	[148, 2]	362	2	tanh	0.07459555691757924	448	154	1	tanh	0.1957549530459401	181	308	3	[['.*linear_layers.*weight', {'type': 'xavier_normal'}], ['.*token_embedder_tokens\\._projection.*weight', {'type': 'xavier_normal'}]]	dot_product	300	https://s3-us-west-2.amazonaws.com/allennlp/datasets/glove/glove.6B.300d.txt.gz	154	False	embedding	decomposable_attention	2805.8320000000003	0	11353	3721	2919	0.7925682031984949	/home/suching/reproducibility/SciTailV1.1/snli_format/scitail_1.0_test.txt	0.5043883376261767	/home/suching/reproducibility/SciTailV1.1/snli_format/scitail_1.0_train.txt	0	5.704590330579769	140	1	0.007955364602514359	adagrad	20	+accuracy	0.9163417528394644	2805.8320000000003	268.0	35	0	11353	3721	2919	0.2192012447621522	0	0.7714723926380368	/home/suching/reproducibility/SciTailV1.1/snli_format/scitail_1.0_dev.txt	0.6058845122655233	23596	glove
22	0	0.5053680981595092	0.924886195432572	True	single_id	['@@NULL@@']	snli	19	True	64	[['premise', 'num_tokens'], ['hypothesis', 'num_tokens']]	bucket	['tanh', 'linear']	['0.12790919893919428', '0.0']	[179, 2]	1012	2	tanh	0.03661730814703401	437	94	3	tanh	0.11823740425545334	506	188	2	[['.*linear_layers.*weight', {'type': 'xavier_normal'}], ['.*token_embedder_tokens\\._projection.*weight', {'type': 'xavier_normal'}]]	dot_product	300	https://s3-us-west-2.amazonaws.com/allennlp/datasets/glove/glove.6B.300d.txt.gz	94	False	embedding	decomposable_attention	2811.652	0	11353	1683	3621	0.4280338664158043	/home/suching/reproducibility/SciTailV1.1/snli_format/scitail_1.0_test.txt	1.0604054261656368	/home/suching/reproducibility/SciTailV1.1/snli_format/scitail_1.0_train.txt	0	7.981577193465957	140	1	2.75151533033384e-06	adagrad	20	+accuracy	0.5693761654517715	2811.652	160.0	19	0	11353	1683	3621	0.7878937100976463	0	0.482361963190184	/home/suching/reproducibility/SciTailV1.1/snli_format/scitail_1.0_dev.txt	0.8555077910423279	23596	glove
