	best_epoch	best_validation_accuracy	best_validation_loss	dataset_reader.lazy	dataset_reader.sample	dataset_reader.token_indexers.tokens.lowercase_tokens	dataset_reader.token_indexers.tokens.type	dataset_reader.tokenizer.word_splitter	dataset_reader.type	epoch	iterator.batch_size	iterator.type	model.dropout	model.encoder	model.encoder.aggregations	model.encoder.architecture.averaged	model.encoder.architecture.bidirectional	model.encoder.architecture.embedding_dim	model.encoder.architecture.hidden_size	model.encoder.architecture.input_size	model.encoder.architecture.ngram_filter_sizes	model.encoder.architecture.num_filters	model.encoder.architecture.num_layers	model.encoder.architecture.output_dim	model.encoder.architecture.type	model.encoder.type	model.input_embedder.token_embedders.tokens.embedding_dim	model.input_embedder.token_embedders.tokens.trainable	model.input_embedder.token_embedders.tokens.type	model.type	peak_cpu_memory_MB	peak_gpu_0_memory_MB	peak_gpu_1_memory_MB	peak_gpu_2_memory_MB	peak_gpu_3_memory_MB	peak_gpu_4_memory_MB	peak_gpu_5_memory_MB	peak_gpu_6_memory_MB	peak_gpu_7_memory_MB	train_data_path	trainer.cuda_device	trainer.num_epochs	trainer.optimizer.lr	trainer.optimizer.type	trainer.patience	trainer.validation_metric	training_accuracy	training_cpu_memory_MB	training_duration	training_epochs	training_gpu_0_memory_MB	training_gpu_1_memory_MB	training_gpu_2_memory_MB	training_gpu_3_memory_MB	training_gpu_4_memory_MB	training_gpu_5_memory_MB	training_gpu_6_memory_MB	training_gpu_7_memory_MB	training_loss	training_start_epoch	validation_accuracy	validation_data_path	validation_dataset_reader.lazy	validation_dataset_reader.sample	validation_dataset_reader.token_indexers.tokens.lowercase_tokens	validation_dataset_reader.token_indexers.tokens.type	validation_dataset_reader.tokenizer.word_splitter	validation_dataset_reader.type	validation_loss
153	2	0.28701180744777477	1.5682918514524187	False		True	single_id	just_spaces	semisupervised_text_classification_json	6	32	basic	0.4		meanpool		True		150.0	300.0			2.0		lstm	seq2seq	300.0	True	embedding	classifier	2556.184	719	801	751	785	829	709	745	717	/home/suching/reproducibility/data/sst/train.jsonl	0	50	0.0916	adam	5	+accuracy	0.26182116104868913	2556.184	00:01:21	6	719	685	751	783	687	397	745	685	1.6287743487161643	0	0.259763851044505	/home/suching/reproducibility/data/sst/dev.jsonl	False		True	single_id	just_spaces	semisupervised_text_classification_json	1.600624932561602
154	4	0.3505903723887375	3.765414731843131	False		True	single_id	just_spaces	semisupervised_text_classification_json	8	32	basic	0.3												linear				bag_of_word_counts	classifier	2530.54	561	561	561	561	561	561	561	561	/home/suching/reproducibility/data/sst/train.jsonl	0	50	0.0675	adam	5	+accuracy	0.8078183520599251	2530.536	00:09:46	8	561	561	561	561	561	0	561	561	0.6999443093600791	0	0.3278837420526794	/home/suching/reproducibility/data/sst/dev.jsonl	False		True	single_id	just_spaces	semisupervised_text_classification_json	4.68037611416408
155	5	0.2851952770208901	1.7175926378795079	False		True	single_id	just_spaces	semisupervised_text_classification_json	9	32	basic	0.2		final_state		True		81.0	300.0			1.0		lstm	seq2seq	300.0	True	embedding	classifier	2553.396	1007	687	687	701	683	1135	783	707	/home/suching/reproducibility/data/sst/train.jsonl	0	50	0.0555	adam	5	+accuracy	0.24906367041198502	2553.38	00:01:38	9	1007	687	687	687	683	345	783	707	1.7989680740270722	0	0.23069936421435058	/home/suching/reproducibility/data/sst/dev.jsonl	False		True	single_id	just_spaces	semisupervised_text_classification_json	1.7495121376855032
156	2	0.26430517711171664	1.5930918557303293	False		True	single_id	just_spaces	semisupervised_text_classification_json	6	32	basic	0.4		attention		True		397.0	300.0			2.0		lstm	seq2seq	300.0	True	embedding	classifier	2569.028	783	1103	777	735	791	727	805	829	/home/suching/reproducibility/data/sst/train.jsonl	0	50	0.0601	adam	5	+accuracy	0.25198970037453183	2569.028	00:01:34	6	685	1103	717	735	791	727	803	829	1.6558025722646534	0	0.25340599455040874	/home/suching/reproducibility/data/sst/dev.jsonl	False		True	single_id	just_spaces	semisupervised_text_classification_json	1.6803367035729544
157	1	0.35967302452316074	1.4240898506981985	False		True	single_id	just_spaces	semisupervised_text_classification_json	5	32	basic	0.1		meanpool		True		134.0	300.0			2.0		lstm	seq2seq	300.0	True	embedding	classifier	2554.784	801	1273	687	713	937	849	805	685	/home/suching/reproducibility/data/sst/train.jsonl	0	50	0.0315	adam	5	+accuracy	0.45938670411985016	2554.784	00:01:08	5	687	1273	687	713	687	10	805	685	1.2344644203614652	0	0.33424159854677565	/home/suching/reproducibility/data/sst/dev.jsonl	False		True	single_id	just_spaces	semisupervised_text_classification_json	1.5569861037390573
158	5	0.3932788374205268	1.604215635572161	False		True	single_id	just_spaces	semisupervised_text_classification_json	9	32	basic	0.0		maxpool		True		225.0	300.0			2.0		lstm	seq2seq	300.0	True	embedding	classifier	2560.008	761	941	829	911	725	1123	745	781	/home/suching/reproducibility/data/sst/train.jsonl	0	50	0.0151	adam	5	+accuracy	0.553253745318352	2560.0	00:02:03	9	723	795	829	911	725	1003	745	10	1.0289774878641194	0	0.3723887375113533	/home/suching/reproducibility/data/sst/dev.jsonl	False		True	single_id	just_spaces	semisupervised_text_classification_json	1.7878477607454573
159	19	0.27702089009990916	5818846.1	False		True	single_id	just_spaces	semisupervised_text_classification_json	23	32	basic	0.4					300.0			[1, 2, 3, 4, 5]	499		308.0	cnn	seq2vec	300.0	True	embedding	classifier	2560.068	1289	859	775	867	797	823	785	797	/home/suching/reproducibility/data/sst/train.jsonl	0	50	0.064	adam	5	+accuracy	0.5972612359550562	2560.068	00:02:59	23	775	859	687	867	797	375	687	797	53650.140301503496	0	0.2742960944595822	/home/suching/reproducibility/data/sst/dev.jsonl	False		True	single_id	just_spaces	semisupervised_text_classification_json	10480265.35
160	7	0.3723887375113533	1.8816375834601267	False		True	single_id	just_spaces	semisupervised_text_classification_json	11	32	basic	0.4		final_state		True		318.0	300.0			2.0		lstm	seq2seq	300.0	True	embedding	classifier	2563.456	687	947	795	883	687	865	855	821	/home/suching/reproducibility/data/sst/train.jsonl	0	50	0.0084	adam	5	+accuracy	0.7001404494382022	2563.456	00:02:38	11	687	947	795	687	687	743	10	10	0.7137844217627236	0	0.3405994550408719	/home/suching/reproducibility/data/sst/dev.jsonl	False		True	single_id	just_spaces	semisupervised_text_classification_json	2.0951142174857003
161	11	0.33060853769300635	2.329246527808053	False		True	single_id	just_spaces	semisupervised_text_classification_json	15	32	basic	0.0		maxpool		True		204.0	300.0			1.0		lstm	seq2seq	300.0	True	embedding	classifier	2555.808	949	709	877	709	789	1027	883	875	/home/suching/reproducibility/data/sst/train.jsonl	0	50	0.0492	adam	5	+accuracy	0.3822565543071161	2555.804	00:02:20	15	10	709	0	709	789	25	883	703	2.1381826106082187	0	0.24432334241598547	/home/suching/reproducibility/data/sst/dev.jsonl	False		True	single_id	just_spaces	semisupervised_text_classification_json	3.383192484719413
162	16	0.31244323342415986	1.5668177809034074	False		True	single_id	just_spaces	semisupervised_text_classification_json	20	32	basic	0.3		meanpool		True		408.0	300.0			2.0		lstm	seq2seq	300.0	True	embedding	classifier	2559.896	873	865	1085	735	753	745	879	1177	/home/suching/reproducibility/data/sst/train.jsonl	0	50	0.0509	adam	5	+accuracy	0.3047752808988764	2559.896	00:04:21	20	851	843	1085	735	747	737	731	1177	1.6040299478988076	0	0.3006357856494096	/home/suching/reproducibility/data/sst/dev.jsonl	False		True	single_id	just_spaces	semisupervised_text_classification_json	1.5540623801095146
163	6	0.3496821071752952	1.7228406361171178	False		True	single_id	just_spaces	semisupervised_text_classification_json	10	32	basic	0.0		meanpool		True		105.0	300.0			1.0		lstm	seq2seq	300.0	True	embedding	classifier	2552.928	685	687	741	713	749	785	701	749	/home/suching/reproducibility/data/sst/train.jsonl	0	50	0.0728	adam	5	+accuracy	0.41034644194756553	2552.928	00:01:39	10	685	687	201	713	749	687	149	749	1.4290569969330833	0	0.31607629427792916	/home/suching/reproducibility/data/sst/dev.jsonl	False		True	single_id	just_spaces	semisupervised_text_classification_json	1.765724972316197
164	7	0.35967302452316074	23.347255080086843	False		True	single_id	just_spaces	semisupervised_text_classification_json	11	32	basic	0.0			True		300.0							boe	seq2vec	300.0	True	embedding	classifier	2548.956	687	687	865	949	909	989	1143	755	/home/suching/reproducibility/data/sst/train.jsonl	0	50	0.0901	adam	5	+accuracy	0.9267322097378277	2548.876	00:01:01	11	687	687	863	687	909	937	1143	687	1.4696284072675956	0	0.3315168029064487	/home/suching/reproducibility/data/sst/dev.jsonl	False		True	single_id	just_spaces	semisupervised_text_classification_json	39.62313205174038
165	7	0.36239782016348776	1.8709791830607823	False		True	single_id	just_spaces	semisupervised_text_classification_json	11	32	basic	0.4		meanpool		True		307.0	300.0			1.0		lstm	seq2seq	300.0	True	embedding	classifier	2562.328	1237	781	727	1051	871	919	777	701	/home/suching/reproducibility/data/sst/train.jsonl	0	50	0.0239	adam	5	+accuracy	0.6513342696629213	2562.32	00:01:58	11	1185	781	727	685	797	687	777	687	0.9207388163729107	0	0.3169845594913715	/home/suching/reproducibility/data/sst/dev.jsonl	False		True	single_id	just_spaces	semisupervised_text_classification_json	2.3058599710464476
166	0	0.22888283378746593	180.04016669137138	False		True	single_id	just_spaces	semisupervised_text_classification_json	4	32	basic	0.0					300.0			[1, 2, 3, 4, 5, 6, 7]	390		263.0	cnn	seq2vec	300.0	True	embedding	classifier	2559.568	859	813	781	737	853	685	821	829	/home/suching/reproducibility/data/sst/train.jsonl	0	50	0.0256	adam	5	+accuracy	0.28019662921348315	2559.568	00:00:43	4	859	463	337	737	853	685	767	829	503.76592301786616	0	0.22706630336058128	/home/suching/reproducibility/data/sst/dev.jsonl	False		True	single_id	just_spaces	semisupervised_text_classification_json	295.9859748840332
167	11	0.27157129881925524	4.10745587348938	False		True	single_id	just_spaces	semisupervised_text_classification_json	15	32	basic	0.0		final_state		True		445.0	300.0			1.0		lstm	seq2seq	300.0	True	embedding	classifier	2555.712	687	795	1007	735	909	961	1197	697	/home/suching/reproducibility/data/sst/train.jsonl	0	50	0.0644	adam	5	+accuracy	0.26919475655430714	2555.704	00:02:45	15	687	685	1007	685	837	961	1197	697	3.852450577060828	0	0.2452316076294278	/home/suching/reproducibility/data/sst/dev.jsonl	False		True	single_id	just_spaces	semisupervised_text_classification_json	4.970821326119559
168	3	0.36239782016348776	2.5884299210139683	False		True	single_id	just_spaces	semisupervised_text_classification_json	7	32	basic	0.3												linear				bag_of_word_counts	classifier	2530.908	561	561	561	561	561	561	561	561	/home/suching/reproducibility/data/sst/train.jsonl	0	50	0.0469	adam	5	+accuracy	0.8204588014981273	2530.904	00:08:53	7	561	561	561	561	561	561	561	561	0.5412902052650291	0	0.3578564940962761	/home/suching/reproducibility/data/sst/dev.jsonl	False		True	single_id	just_spaces	semisupervised_text_classification_json	3.4436510392597746
169	12	0.2706630336058129	33672.206026785716	False		True	single_id	just_spaces	semisupervised_text_classification_json	16	32	basic	0.2					300.0			[1, 2, 3, 4, 5]	422		163.0	cnn	seq2vec	300.0	True	embedding	classifier	2559.108	755	751	1055	757	707	743	741	701	/home/suching/reproducibility/data/sst/train.jsonl	0	50	0.047	adam	5	+accuracy	0.4970739700374532	2559.108	00:02:02	16	755	751	717	747	707	743	741	687	20299.125757366306	0	0.24341507720254316	/home/suching/reproducibility/data/sst/dev.jsonl	False		True	single_id	just_spaces	semisupervised_text_classification_json	397711.2127232143
170	11	0.3533151680290645	42.17856701442174	False		True	single_id	just_spaces	semisupervised_text_classification_json	15	32	basic	0.3			True		300.0							boe	seq2vec	300.0	True	embedding	classifier	2549.18	843	735	687	763	687	1027	741	715	/home/suching/reproducibility/data/sst/train.jsonl	0	50	0.0845	adam	5	+accuracy	0.9343398876404494	2549.176	00:01:27	15	843	683	687	763	685	1027	741	715	2.0096869629420593	0	0.3460490463215259	/home/suching/reproducibility/data/sst/dev.jsonl	False		True	single_id	just_spaces	semisupervised_text_classification_json	56.39698121207101
171	4	0.35967302452316074	4.429761368887765	False		True	single_id	just_spaces	semisupervised_text_classification_json	8	32	basic	0.4			True		300.0							boe	seq2vec	300.0	True	embedding	classifier	2550.46	759	841	933	687	875	863	839	715	/home/suching/reproducibility/data/sst/train.jsonl	0	50	0.036	adam	5	+accuracy	0.9248595505617978	2550.456	00:00:48	8	759	841	147	687	685	851	839	715	0.3742258141745119	0	0.3460490463215259	/home/suching/reproducibility/data/sst/dev.jsonl	False		True	single_id	just_spaces	semisupervised_text_classification_json	8.722045762198311
172	3	0.368755676657584	3.3273860318320136	False		True	single_id	just_spaces	semisupervised_text_classification_json	7	32	basic	0.4			True		300.0							boe	seq2vec	300.0	True	embedding	classifier	2548.64	701	747	687	857	687	739	743	739	/home/suching/reproducibility/data/sst/train.jsonl	0	50	0.0281	adam	5	+accuracy	0.9445224719101124	2548.62	00:00:48	7	701	747	687	857	687	739	743	739	0.22109894172640776	0	0.33605812897366033	/home/suching/reproducibility/data/sst/dev.jsonl	False		True	single_id	just_spaces	semisupervised_text_classification_json	5.968627895627703
173	6	0.2561307901907357	33288.72056361607	False		True	single_id	just_spaces	semisupervised_text_classification_json	10	32	basic	0.1					300.0			[1, 2, 3, 4, 5, 6]	222		278.0	cnn	seq2vec	300.0	True	embedding	classifier	2557.6	869	735	729	731	687	743	771	753	/home/suching/reproducibility/data/sst/train.jsonl	0	50	0.0526	adam	5	+accuracy	0.3950140449438202	2557.6	00:01:20	10	801	735	729	707	685	743	765	753	890.2911879380098	0	0.1952770208900999	/home/suching/reproducibility/data/sst/dev.jsonl	False		True	single_id	just_spaces	semisupervised_text_classification_json	35002.18805106027
174	7	0.3369663941871026	1.7471882377352033	False		True	single_id	just_spaces	semisupervised_text_classification_json	11	32	basic	0.3		maxpool		True		119.0	300.0			1.0		lstm	seq2seq	300.0	True	embedding	classifier	2558.468	687	1069	875	777	721	907	747	797	/home/suching/reproducibility/data/sst/train.jsonl	0	50	0.0336	adam	5	+accuracy	0.37874531835205993	2558.468	00:01:54	11	687	703	875	687	721	907	747	797	1.7157403333356764	0	0.28973660308810173	/home/suching/reproducibility/data/sst/dev.jsonl	False		True	single_id	just_spaces	semisupervised_text_classification_json	1.796365806034633
175	5	0.3578564940962761	16.770076506478446	False		True	single_id	just_spaces	semisupervised_text_classification_json	9	32	basic	0.0			True		300.0							boe	seq2vec	300.0	True	embedding	classifier	2548.504	687	687	687	795	721	687	747	797	/home/suching/reproducibility/data/sst/train.jsonl	0	50	0.094	adam	5	+accuracy	0.9034410112359551	2548.472	00:01:01	9	0	10	0	795	687	687	741	797	1.8378574248780026	0	0.33424159854677565	/home/suching/reproducibility/data/sst/dev.jsonl	False		True	single_id	just_spaces	semisupervised_text_classification_json	34.164656720842636
176	1	0.259763851044505	7783.685037667411	False		True	single_id	just_spaces	semisupervised_text_classification_json	5	32	basic	0.1					300.0			[1, 2, 3, 4, 5, 6, 7]	350		196.0	cnn	seq2vec	300.0	True	embedding	classifier	2561.116	687	805	817	1195	831	1067	855	883	/home/suching/reproducibility/data/sst/train.jsonl	0	50	0.0765	adam	5	+accuracy	0.35311329588014984	2561.1	00:00:44	5	687	803	817	1195	831	1067	855	873	90159.29186714544	0	0.24795640326975477	/home/suching/reproducibility/data/sst/dev.jsonl	False		True	single_id	just_spaces	semisupervised_text_classification_json	70266.04450334821
177	5	0.3478655767484105	17.804741968427386	False		True	single_id	just_spaces	semisupervised_text_classification_json	9	32	basic	0.1			True		300.0							boe	seq2vec	300.0	True	embedding	classifier	2552.084	727	735	825	1093	687	903	787	687	/home/suching/reproducibility/data/sst/train.jsonl	0	50	0.0858	adam	5	+accuracy	0.9104634831460674	2552.084	00:00:59	9	727	735	825	1093	0	903	687	687	1.5980444184403295	0	0.32879200726612173	/home/suching/reproducibility/data/sst/dev.jsonl	False		True	single_id	just_spaces	semisupervised_text_classification_json	29.183980233328683
178	0	0.26975476839237056	973.6763942173549	False		True	single_id	just_spaces	semisupervised_text_classification_json	4	32	basic	0.1					300.0			[1, 2, 3, 4, 5, 6, 7]	265		116.0	cnn	seq2vec	300.0	True	embedding	classifier	2560.752	713	749	709	875	683	775	765	785	/home/suching/reproducibility/data/sst/train.jsonl	0	50	0.0689	adam	5	+accuracy	0.2696629213483146	2560.664	00:00:37	4	713	749	709	875	683	775	765	785	7220.8990328785185	0	0.24341507720254316	/home/suching/reproducibility/data/sst/dev.jsonl	False		True	single_id	just_spaces	semisupervised_text_classification_json	10517.585923549108
179	0	0.39146230699364215	1.4702038696834019	False		True	single_id	just_spaces	semisupervised_text_classification_json	4	32	basic	0.4			True		300.0							boe	seq2vec	300.0	True	embedding	classifier	2549.08	719	687	751	789	687	685	783	687	/home/suching/reproducibility/data/sst/train.jsonl	0	50	0.0261	adam	5	+accuracy	0.9178370786516854	2549.056	00:00:30	4	719	687	751	785	10	685	413	687	0.28230263172798836	0	0.3469573115349682	/home/suching/reproducibility/data/sst/dev.jsonl	False		True	single_id	just_spaces	semisupervised_text_classification_json	3.8420634610312328
180	6	0.28065395095367845	1.8483696017946516	False		True	single_id	just_spaces	semisupervised_text_classification_json	10	32	basic	0.2		maxpool		True		211.0	300.0			2.0		lstm	seq2seq	300.0	True	embedding	classifier	2563.348	703	1087	687	1259	1097	739	939	829	/home/suching/reproducibility/data/sst/train.jsonl	0	50	0.051	adam	5	+accuracy	0.23267790262172286	2563.344	00:01:58	10	685	685	685	1259	1097	739	939	829	1.8020515200797091	0	0.23069936421435058	/home/suching/reproducibility/data/sst/dev.jsonl	False		True	single_id	just_spaces	semisupervised_text_classification_json	1.693179314477103
181	20	0.28701180744777477	1775846.0107142858	False		True	single_id	just_spaces	semisupervised_text_classification_json	24	32	basic	0.0					300.0			[1, 2, 3, 4, 5, 6, 7, 8, 9]	372		278.0	cnn	seq2vec	300.0	True	embedding	classifier	2558.996	721	1069	875	899	741	1041	859	797	/home/suching/reproducibility/data/sst/train.jsonl	0	50	0.0807	adam	5	+accuracy	0.43984082397003743	2558.988	00:03:55	24	687	703	875	687	721	907	747	797	2.8540357902701876	0	0.24613987284287012	/home/suching/reproducibility/data/sst/dev.jsonl	False		True	single_id	just_spaces	semisupervised_text_classification_json	1914658.0982142857
182	2	0.2652134423251589	344.03331080845425	False		True	single_id	just_spaces	semisupervised_text_classification_json	6	32	basic	0.3					300.0			[1, 2, 3, 4, 5, 6]	349		155.0	cnn	seq2vec	300.0	True	embedding	classifier	2560.76	687	1103	717	735	759	707	811	1039	/home/suching/reproducibility/data/sst/train.jsonl	0	50	0.0303	adam	5	+accuracy	0.43000936329588013	2560.708	00:00:53	6	687	811	717	735	759	707	811	1039	324.7538956774308	0	0.26248864668483196	/home/suching/reproducibility/data/sst/dev.jsonl	False		True	single_id	just_spaces	semisupervised_text_classification_json	1158.2815660749163
183	3	0.2561307901907357	94959.07315848215	False		True	single_id	just_spaces	semisupervised_text_classification_json	7	32	basic	0.1					300.0			[1, 2, 3, 4, 5, 6, 7]	218		381.0	cnn	seq2vec	300.0	True	embedding	classifier	2563.072	715	687	803	805	745	687	763	777	/home/suching/reproducibility/data/sst/train.jsonl	0	50	0.0993	adam	5	+accuracy	0.3908005617977528	2563.056	00:01:07	7	687	685	703	805	745	685	763	777	28653.591412357622	0	0.184377838328792	/home/suching/reproducibility/data/sst/dev.jsonl	False		True	single_id	just_spaces	semisupervised_text_classification_json	111980.27310267858
184	0	0.3505903723887375	2.871900885445731	False		True	single_id	just_spaces	semisupervised_text_classification_json	4	32	basic	0.2			True		300.0							boe	seq2vec	300.0	True	embedding	classifier	2549.912	701	687	687	857	831	739	687	739	/home/suching/reproducibility/data/sst/train.jsonl	0	50	0.0798	adam	5	+accuracy	0.8030196629213483	2549.912	00:00:30	4	701	687	687	815	831	739	687	739	2.1319899792305095	0	0.3424159854677566	/home/suching/reproducibility/data/sst/dev.jsonl	False		True	single_id	just_spaces	semisupervised_text_classification_json	13.640129716055734
185	2	0.410535876475931	1.34370208467756	False		True	single_id	just_spaces	semisupervised_text_classification_json	6	32	basic	0.0			True		300.0							boe	seq2vec	300.0	True	embedding	classifier	2547.78	763	715	919	789	863	687	1069	829	/home/suching/reproducibility/data/sst/train.jsonl	0	50	0.0006	adam	5	+accuracy	0.9074204119850188	2547.78	00:00:37	6	763	687	919	789	863	687	345	685	0.4203973538643412	0	0.3614895549500454	/home/suching/reproducibility/data/sst/dev.jsonl	False		True	single_id	just_spaces	semisupervised_text_classification_json	1.5305935331753322
186	0	0.35240690281562215	1.6473013809749057	False		True	single_id	just_spaces	semisupervised_text_classification_json	4	32	basic	0.3			True		300.0							boe	seq2vec	300.0	True	embedding	classifier	2550.1	859	813	781	737	853	685	821	829	/home/suching/reproducibility/data/sst/train.jsonl	0	50	0.0439	adam	5	+accuracy	0.8595505617977528	2550.1	00:00:25	4	859	813	743	737	853	685	779	829	0.6190066453390354	0	0.32515894641235243	/home/suching/reproducibility/data/sst/dev.jsonl	False		True	single_id	just_spaces	semisupervised_text_classification_json	5.6517077105385916
187	2	0.3569482288828338	2.634386202267238	False		True	single_id	just_spaces	semisupervised_text_classification_json	6	32	basic	0.0			True		300.0							boe	seq2vec	300.0	True	embedding	classifier	2548.36	687	769	749	687	733	727	785	745	/home/suching/reproducibility/data/sst/train.jsonl	0	50	0.0329	adam	5	+accuracy	0.9582162921348315	2548.336	00:00:40	6	687	769	749	687	733	727	785	745	0.14578400027662627	0	0.35149863760217986	/home/suching/reproducibility/data/sst/dev.jsonl	False		True	single_id	just_spaces	semisupervised_text_classification_json	5.953687020710537
188	0	0.3760217983651226	1.7910430465425764	False		True	single_id	just_spaces	semisupervised_text_classification_json	4	32	basic	0.1												linear				bag_of_word_counts	classifier	2529.968	561	561	561	561	561	561	561	561	/home/suching/reproducibility/data/sst/train.jsonl	0	50	0.0362	adam	5	+accuracy	0.9266151685393258	2529.964	00:05:28	4	561	561	561	561	561	561	561	561	0.2279265057923419	0	0.3369663941871026	/home/suching/reproducibility/data/sst/dev.jsonl	False		True	single_id	just_spaces	semisupervised_text_classification_json	2.4336311442511422
189	6	0.25522252497729336	124065.38005022322	False		True	single_id	just_spaces	semisupervised_text_classification_json	10	32	basic	0.3					300.0			[1, 2, 3, 4, 5, 6, 7, 8]	197		249.0	cnn	seq2vec	300.0	True	embedding	classifier	2560.68	741	857	755	749	763	697	787	869	/home/suching/reproducibility/data/sst/train.jsonl	0	50	0.0872	adam	5	+accuracy	0.4417134831460674	2560.672	00:01:24	10	701	857	755	749	763	697	787	869	18603.754124495867	0	0.19981834695731154	/home/suching/reproducibility/data/sst/dev.jsonl	False		True	single_id	just_spaces	semisupervised_text_classification_json	226554.85011160714
190	2	0.3533151680290645	2.010235125677926	False		True	single_id	just_spaces	semisupervised_text_classification_json	6	32	basic	0.0		meanpool		True		167.0	300.0			1.0		lstm	seq2seq	300.0	True	embedding	classifier	2555.424	735	749	1055	757	687	737	919	701	/home/suching/reproducibility/data/sst/train.jsonl	0	50	0.0794	adam	5	+accuracy	0.4413623595505618	2555.424	00:01:07	6	735	749	1055	757	685	737	687	701	1.398538623856248	0	0.3115349682107175	/home/suching/reproducibility/data/sst/dev.jsonl	False		True	single_id	just_spaces	semisupervised_text_classification_json	1.9021072966711863
191	2	0.36330608537693004	2.4488812276295255	False		True	single_id	just_spaces	semisupervised_text_classification_json	6	32	basic	0.0					300.0			[1, 2, 3, 4, 5, 6, 7, 8]	257		148.0	cnn	seq2vec	300.0	True	embedding	classifier	2563.824	777	987	777	701	705	723	1189	829	/home/suching/reproducibility/data/sst/train.jsonl	0	50	0.0061	adam	5	+accuracy	0.8720739700374532	2563.824	00:00:53	6	451	987	777	701	705	723	721	829	0.9056124495209826	0	0.33242506811989103	/home/suching/reproducibility/data/sst/dev.jsonl	False		True	single_id	just_spaces	semisupervised_text_classification_json	13.123752158028738
192	3	0.3442325158946412	1.5545552424022129	False		True	single_id	just_spaces	semisupervised_text_classification_json	7	32	basic	0.4		meanpool		True		65.0	300.0			1.0		lstm	seq2seq	300.0	True	embedding	classifier	2554.396	911	947	703	747	971	719	735	1057	/home/suching/reproducibility/data/sst/train.jsonl	0	50	0.0554	adam	5	+accuracy	0.4027387640449438	2554.32	00:01:15	7	899	947	703	747	0	687	687	1057	1.3979650405462316	0	0.3215258855585831	/home/suching/reproducibility/data/sst/dev.jsonl	False		True	single_id	just_spaces	semisupervised_text_classification_json	1.6176147222518922
193	4	0.3569482288828338	3.67959782736642	False		True	single_id	just_spaces	semisupervised_text_classification_json	8	32	basic	0.2												linear				bag_of_word_counts	classifier	2530.48	561	561	561	561	561	561	561	561	/home/suching/reproducibility/data/sst/train.jsonl	0	50	0.0704	adam	5	+accuracy	0.8642322097378277	2530.48	00:09:49	8	561	561	561	561	561	561	561	561	0.4564188217207064	0	0.3369663941871026	/home/suching/reproducibility/data/sst/dev.jsonl	False		True	single_id	just_spaces	semisupervised_text_classification_json	4.839872087751116
194	9	0.27157129881925524	1.6343194075993128	False		True	single_id	just_spaces	semisupervised_text_classification_json	13	32	basic	0.1		attention		True		164.0	300.0			1.0		lstm	seq2seq	300.0	True	embedding	classifier	2555.752	1007	851	749	1065	701	833	1029	933	/home/suching/reproducibility/data/sst/train.jsonl	0	50	0.0798	adam	5	+accuracy	0.24321161048689138	2555.744	00:02:08	13	1007	851	685	1065	701	683	993	933	1.7846031889933325	0	0.20435967302452315	/home/suching/reproducibility/data/sst/dev.jsonl	False		True	single_id	just_spaces	semisupervised_text_classification_json	1.753772895676749
195	0	0.36603088101725706	1.4490345341818673	False		True	single_id	just_spaces	semisupervised_text_classification_json	4	32	basic	0.3		attention		True		151.0	300.0			1.0		lstm	seq2seq	300.0	True	embedding	classifier	2553.32	687	697	787	879	907	737	885	787	/home/suching/reproducibility/data/sst/train.jsonl	0	50	0.0236	adam	5	+accuracy	0.48349719101123595	2553.316	00:00:49	4	687	697	269	0	907	737	885	325	1.2225813637958485	0	0.3614895549500454	/home/suching/reproducibility/data/sst/dev.jsonl	False		True	single_id	just_spaces	semisupervised_text_classification_json	1.580633102144514
196	0	0.405086285195277	1.372813275882176	False		True	single_id	just_spaces	semisupervised_text_classification_json	4	32	basic	0.1			True		300.0							boe	seq2vec	300.0	True	embedding	classifier	2550.664	687	795	1007	735	909	961	1197	697	/home/suching/reproducibility/data/sst/train.jsonl	0	50	0.0157	adam	5	+accuracy	0.9645365168539326	2550.664	00:00:22	4	687	795	463	735	909	961	1197	697	0.12009673646550054	0	0.3496821071752952	/home/suching/reproducibility/data/sst/dev.jsonl	False		True	single_id	just_spaces	semisupervised_text_classification_json	3.6067288637161257
197	0	0.38782924613987285	1.4746457372392927	False		True	single_id	just_spaces	semisupervised_text_classification_json	4	32	basic	0.4					300.0			[1, 2, 3, 4, 5, 6, 7, 8]	409		370.0	cnn	seq2vec	300.0	True	embedding	classifier	2562.52	701	747	687	857	687	739	743	739	/home/suching/reproducibility/data/sst/train.jsonl	0	50	0.0017	adam	5	+accuracy	0.9516619850187266	2562.516	00:00:47	4	701	747	687	857	687	739	205	739	0.15307490988058992	0	0.34514078110808355	/home/suching/reproducibility/data/sst/dev.jsonl	False		True	single_id	just_spaces	semisupervised_text_classification_json	5.0115078176770895
198	4	0.3542234332425068	11.354335267203195	False		True	single_id	just_spaces	semisupervised_text_classification_json	8	32	basic	0.2			True		300.0							boe	seq2vec	300.0	True	embedding	classifier	2549.184	1237	781	727	685	797	687	777	687	/home/suching/reproducibility/data/sst/train.jsonl	0	50	0.0737	adam	5	+accuracy	0.8874063670411985	2549.18	00:00:53	8	1237	781	727	685	797	687	777	10	1.551662048931872	0	0.3424159854677566	/home/suching/reproducibility/data/sst/dev.jsonl	False		True	single_id	just_spaces	semisupervised_text_classification_json	22.660062299455916
