	best_epoch	best_validation_accuracy	best_validation_loss	dataset_reader.lazy	dataset_reader.sample	dataset_reader.token_indexers.tokens.lowercase_tokens	dataset_reader.token_indexers.tokens.type	dataset_reader.tokenizer.word_splitter	dataset_reader.type	epoch	iterator.batch_size	iterator.type	model.dropout	model.encoder	model.encoder.aggregations	model.encoder.architecture.averaged	model.encoder.architecture.bidirectional	model.encoder.architecture.embedding_dim	model.encoder.architecture.hidden_size	model.encoder.architecture.input_size	model.encoder.architecture.ngram_filter_sizes	model.encoder.architecture.num_filters	model.encoder.architecture.num_layers	model.encoder.architecture.output_dim	model.encoder.architecture.type	model.encoder.type	model.input_embedder.token_embedders.tokens.embedding_dim	model.input_embedder.token_embedders.tokens.trainable	model.input_embedder.token_embedders.tokens.type	model.type	peak_cpu_memory_MB	peak_gpu_0_memory_MB	peak_gpu_1_memory_MB	peak_gpu_2_memory_MB	peak_gpu_3_memory_MB	peak_gpu_4_memory_MB	peak_gpu_5_memory_MB	peak_gpu_6_memory_MB	peak_gpu_7_memory_MB	train_data_path	trainer.cuda_device	trainer.num_epochs	trainer.optimizer.lr	trainer.optimizer.type	trainer.patience	trainer.validation_metric	training_accuracy	training_cpu_memory_MB	training_duration	training_epochs	training_gpu_0_memory_MB	training_gpu_1_memory_MB	training_gpu_2_memory_MB	training_gpu_3_memory_MB	training_gpu_4_memory_MB	training_gpu_5_memory_MB	training_gpu_6_memory_MB	training_gpu_7_memory_MB	training_loss	training_start_epoch	validation_accuracy	validation_data_path	validation_dataset_reader.lazy	validation_dataset_reader.sample	validation_dataset_reader.token_indexers.tokens.lowercase_tokens	validation_dataset_reader.token_indexers.tokens.type	validation_dataset_reader.tokenizer.word_splitter	validation_dataset_reader.type	validation_loss
0	1	0.2742960944595822	1.823762505395072	False		True	single_id	just_spaces	semisupervised_text_classification_json	5	32	basic	0.0		attention		True		380.0	300.0			1.0		lstm	seq2seq	300.0	True	embedding	classifier	2560.248	775	687	749	687	733	835	749	801	/home/suching/reproducibility/data/sst/train.jsonl	0	50	0.0481	adam	5	+accuracy	0.24075374531835206	2560.248	00:01:02	5	717	0	749	687	733	835	749	687	2.020964647053779	0	0.24341507720254316	/home/suching/reproducibility/data/sst/dev.jsonl	False		True	single_id	just_spaces	semisupervised_text_classification_json	2.0687447479793004
1	2	0.3496821071752952	6.745704426084246	False		True	single_id	just_spaces	semisupervised_text_classification_json	6	32	basic	0.0			True		300.0							boe	seq2vec	300.0	True	embedding	classifier	2549.684	687	687	687	1259	1097	739	939	829	/home/suching/reproducibility/data/sst/train.jsonl	0	50	0.0851	adam	5	+accuracy	0.8691479400749064	2549.672	00:00:38	6	687	687	687	1259	1097	0	929	829	1.5657226989108526	0	0.33424159854677565	/home/suching/reproducibility/data/sst/dev.jsonl	False		True	single_id	just_spaces	semisupervised_text_classification_json	18.910694585527693
2	3	0.36966394187102636	3.4423737968717303	False		True	single_id	just_spaces	semisupervised_text_classification_json	7	32	basic	0.0			True		300.0							boe	seq2vec	300.0	True	embedding	classifier	2553.728	1289	829	775	867	797	699	785	687	/home/suching/reproducibility/data/sst/train.jsonl	0	50	0.0311	adam	5	+accuracy	0.9667602996254682	2553.716	00:00:42	7	1237	497	775	867	797	699	785	687	0.12401506755403365	0	0.33242506811989103	/home/suching/reproducibility/data/sst/dev.jsonl	False		True	single_id	just_spaces	semisupervised_text_classification_json	6.540048245021275
3	4	0.2706630336058129	7.41590894971575	False		True	single_id	just_spaces	semisupervised_text_classification_json	8	32	basic	0.1		maxpool		True		431.0	300.0			1.0		lstm	seq2seq	300.0	True	embedding	classifier	2564.236	729	949	817	1195	831	1067	855	883	/home/suching/reproducibility/data/sst/train.jsonl	0	50	0.0952	adam	5	+accuracy	0.25491573033707865	2564.236	00:01:28	8	729	949	817	781	829	1067	855	883	6.941753076703361	0	0.24977293369663942	/home/suching/reproducibility/data/sst/dev.jsonl	False		True	single_id	just_spaces	semisupervised_text_classification_json	6.158721773965018
4	1	0.36693914623069934	3.5361265182495116	False		True	single_id	just_spaces	semisupervised_text_classification_json	5	32	basic	0.2			True		300.0							boe	seq2vec	300.0	True	embedding	classifier	2556.66	815	1059	687	1009	687	909	759	701	/home/suching/reproducibility/data/sst/train.jsonl	0	50	0.0691	adam	5	+accuracy	0.8517088014981273	2556.66	00:00:30	5	815	1059	687	1009	687	909	759	701	1.3271922136513927	0	0.33605812897366033	/home/suching/reproducibility/data/sst/dev.jsonl	False		True	single_id	just_spaces	semisupervised_text_classification_json	12.498455197470529
5	0	0.26430517711171664	1241.4075578962054	False		True	single_id	just_spaces	semisupervised_text_classification_json	4	32	basic	0.2					300.0			[1, 2, 3, 4, 5, 6]	146		143.0	cnn	seq2vec	300.0	True	embedding	classifier	2558.86	729	1319	745	687	687	785	827	711	/home/suching/reproducibility/data/sst/train.jsonl	0	50	0.0637	adam	5	+accuracy	0.26392790262172283	2558.86	00:00:36	4	729	1319	745	687	687	785	407	711	4019.0625198307107	0	0.22888283378746593	/home/suching/reproducibility/data/sst/dev.jsonl	False		True	single_id	just_spaces	semisupervised_text_classification_json	21207.172921316964
6	0	0.26975476839237056	1.619584264074053	False		True	single_id	just_spaces	semisupervised_text_classification_json	4	32	basic	0.3		maxpool		True		494.0	300.0			2.0		lstm	seq2seq	300.0	True	embedding	classifier	2625.204	703	1087	687	1259	1097	739	1019	829	/home/suching/reproducibility/data/sst/train.jsonl	0	50	0.023	adam	5	+accuracy	0.23338014981273408	2625.204	00:01:12	4	687	687	687	1259	1097	0	0	829	1.93870767493373	0	0.2652134423251589	/home/suching/reproducibility/data/sst/dev.jsonl	False		True	single_id	just_spaces	semisupervised_text_classification_json	1.9217968838555473
7	9	0.2761126248864669	1.8151179143360683	False		True	single_id	just_spaces	semisupervised_text_classification_json	13	32	basic	0.0		final_state		True		279.0	300.0			2.0		lstm	seq2seq	300.0	True	embedding	classifier	2563.724	1219	791	779	931	987	949	795	731	/home/suching/reproducibility/data/sst/train.jsonl	0	50	0.046	adam	5	+accuracy	0.336376404494382	2563.716	00:02:44	13	1219	713	717	931	987	949	795	687	1.5708289583970545	0	0.26430517711171664	/home/suching/reproducibility/data/sst/dev.jsonl	False		True	single_id	just_spaces	semisupervised_text_classification_json	1.700221392086574
8	0	0.3642143505903724	1.5720134326389859	False		True	single_id	just_spaces	semisupervised_text_classification_json	4	32	basic	0.2			True		300.0							boe	seq2vec	300.0	True	embedding	classifier	2551.992	827	687	701	795	749	701	723	733	/home/suching/reproducibility/data/sst/train.jsonl	0	50	0.0398	adam	5	+accuracy	0.8858848314606742	2551.992	00:00:22	4	737	687	701	795	749	10	723	733	0.45834328047233575	0	0.35967302452316074	/home/suching/reproducibility/data/sst/dev.jsonl	False		True	single_id	just_spaces	semisupervised_text_classification_json	5.074746186392648
9	1	0.259763851044505	495.6444290161133	False		True	single_id	just_spaces	semisupervised_text_classification_json	5	32	basic	0.3					300.0			[1, 2, 3, 4, 5, 6, 7, 8, 9]	359		346.0	cnn	seq2vec	300.0	True	embedding	classifier	2559.92	917	857	787	879	907	747	885	837	/home/suching/reproducibility/data/sst/train.jsonl	0	50	0.0241	adam	5	+accuracy	0.4614934456928839	2559.92	00:00:57	5	687	697	787	869	907	733	885	687	403.2213406794973	0	0.2579473206176203	/home/suching/reproducibility/data/sst/dev.jsonl	False		True	single_id	just_spaces	semisupervised_text_classification_json	822.7991049630301
10	0	0.23614895549500453	18782.8162109375	False		True	single_id	just_spaces	semisupervised_text_classification_json	4	32	basic	0.0					300.0			[1, 2, 3, 4, 5, 6, 7]	502		398.0	cnn	seq2vec	300.0	True	embedding	classifier	2563.308	853	739	751	845	907	825	969	715	/home/suching/reproducibility/data/sst/train.jsonl	0	50	0.0754	adam	5	+accuracy	0.2957631086142322	2563.308	00:00:40	4	853	739	751	845	0	825	969	715	53784.45648079061	0	0.2098092643051771	/home/suching/reproducibility/data/sst/dev.jsonl	False		True	single_id	just_spaces	semisupervised_text_classification_json	74441.149609375
11	1	0.4087193460490463	1.3933713844844273	False		True	single_id	just_spaces	semisupervised_text_classification_json	5	32	basic	0.1		final_state		True		208.0	300.0			2.0		lstm	seq2seq	300.0	True	embedding	classifier	2559.68	741	857	687	1053	687	791	1065	933	/home/suching/reproducibility/data/sst/train.jsonl	0	50	0.0017	adam	5	+accuracy	0.9723782771535581	2559.68	00:01:19	5	741	0	687	269	687	791	10	933	0.0847673924144511	0	0.3642143505903724	/home/suching/reproducibility/data/sst/dev.jsonl	False		True	single_id	just_spaces	semisupervised_text_classification_json	3.514645985194615
12	8	0.26793823796548594	1.7694934095655168	False		True	single_id	just_spaces	semisupervised_text_classification_json	12	32	basic	0.4		maxpool		True		332.0	300.0			2.0		lstm	seq2seq	300.0	True	embedding	classifier	2568.62	989	831	1047	781	1213	867	795	867	/home/suching/reproducibility/data/sst/train.jsonl	0	50	0.0774	adam	5	+accuracy	0.2230805243445693	2568.608	00:02:41	12	989	0	729	773	723	685	743	867	2.3779871544141447	0	0.20435967302452315	/home/suching/reproducibility/data/sst/dev.jsonl	False		True	single_id	just_spaces	semisupervised_text_classification_json	2.0597371884754727
13	12	0.2688465031789282	402314.4268973214	False		True	single_id	just_spaces	semisupervised_text_classification_json	16	32	basic	0.3					300.0			[1, 2, 3, 4, 5, 6]	212		153.0	cnn	seq2vec	300.0	True	embedding	classifier	2558.552	745	901	687	739	755	995	805	811	/home/suching/reproducibility/data/sst/train.jsonl	0	50	0.0766	adam	5	+accuracy	0.41795411985018727	2558.548	00:02:06	16	745	871	687	363	755	763	805	811	6924.09410709924	0	0.2452316076294278	/home/suching/reproducibility/data/sst/dev.jsonl	False		True	single_id	just_spaces	semisupervised_text_classification_json	775939.6979910714
14	10	0.259763851044505	4422.821600232805	False		True	single_id	just_spaces	semisupervised_text_classification_json	14	32	basic	0.3					300.0			[1, 2, 3, 4, 5]	184		505.0	cnn	seq2vec	300.0	True	embedding	classifier	2557.904	851	715	1181	781	885	949	767	729	/home/suching/reproducibility/data/sst/train.jsonl	0	50	0.0244	adam	5	+accuracy	0.3539325842696629	2557.896	00:01:38	14	687	715	1181	175	885	947	767	729	199.3312902138028	0	0.25340599455040874	/home/suching/reproducibility/data/sst/dev.jsonl	False		True	single_id	just_spaces	semisupervised_text_classification_json	9795.626023312978
15	1	0.3869209809264305	1.7404079573495048	False		True	single_id	just_spaces	semisupervised_text_classification_json	5	32	basic	0.0			True		300.0							boe	seq2vec	300.0	True	embedding	classifier	2548.516	687	685	703	805	745	687	763	781	/home/suching/reproducibility/data/sst/train.jsonl	0	50	0.0267	adam	5	+accuracy	0.9616104868913857	2548.512	00:00:34	5	687	685	703	805	745	685	763	777	0.13136982022041685	0	0.33787465940054495	/home/suching/reproducibility/data/sst/dev.jsonl	False		True	single_id	just_spaces	semisupervised_text_classification_json	4.685986328125
16	8	0.27157129881925524	15503.466796875	False		True	single_id	just_spaces	semisupervised_text_classification_json	12	32	basic	0.2					300.0			[1, 2, 3, 4, 5, 6, 7, 8]	456		458.0	cnn	seq2vec	300.0	True	embedding	classifier	2558.304	891	687	735	885	791	851	753	741	/home/suching/reproducibility/data/sst/train.jsonl	0	50	0.0405	adam	5	+accuracy	0.5626170411985019	2558.304	00:01:55	12	891	687	687	813	775	755	687	741	842.7075257305795	0	0.22979109900090827	/home/suching/reproducibility/data/sst/dev.jsonl	False		True	single_id	just_spaces	semisupervised_text_classification_json	47032.32843191965
17	1	0.27520435967302453	1.8288862909589494	False		True	single_id	just_spaces	semisupervised_text_classification_json	5	32	basic	0.3		maxpool		True		70.0	300.0			1.0		lstm	seq2seq	300.0	True	embedding	classifier	2557.024	777	987	777	701	705	723	1189	829	/home/suching/reproducibility/data/sst/train.jsonl	0	50	0.079	adam	5	+accuracy	0.23665730337078653	2556.944	00:00:53	5	10	987	777	701	705	723	721	829	2.1981207516309476	0	0.24704813805631246	/home/suching/reproducibility/data/sst/dev.jsonl	False		True	single_id	just_spaces	semisupervised_text_classification_json	1.7611107315335954
18	1	0.26793823796548594	1.7067820651190622	False		True	single_id	just_spaces	semisupervised_text_classification_json	5	32	basic	0.1		final_state		True		339.0	300.0			2.0		lstm	seq2seq	300.0	True	embedding	classifier	2563.06	901	1011	685	981	1033	843	745	1007	/home/suching/reproducibility/data/sst/train.jsonl	0	50	0.0283	adam	5	+accuracy	0.23864700374531836	2563.06	00:01:12	5	747	1011	685	981	1031	843	745	1005	1.8128348651450226	0	0.20345140781108084	/home/suching/reproducibility/data/sst/dev.jsonl	False		True	single_id	just_spaces	semisupervised_text_classification_json	1.694702216557094
19	1	0.37329700272479566	2.4037526845932007	False		True	single_id	just_spaces	semisupervised_text_classification_json	5	32	basic	0.2			True		300.0							boe	seq2vec	300.0	True	embedding	classifier	2552.148	743	841	933	759	865	917	687	749	/home/suching/reproducibility/data/sst/train.jsonl	0	50	0.0434	adam	5	+accuracy	0.9055477528089888	2552.148	00:00:31	5	743	841	933	377	865	917	687	749	0.4399341589558437	0	0.33424159854677565	/home/suching/reproducibility/data/sst/dev.jsonl	False		True	single_id	just_spaces	semisupervised_text_classification_json	6.233695479801723
20	2	0.36693914623069934	1.8745516198022025	False		True	single_id	just_spaces	semisupervised_text_classification_json	6	32	basic	0.3		attention		True		278.0	300.0			1.0		lstm	seq2seq	300.0	True	embedding	classifier	2558.096	783	1103	777	735	783	727	721	829	/home/suching/reproducibility/data/sst/train.jsonl	0	50	0.0134	adam	5	+accuracy	0.7529260299625468	2558.084	00:01:03	6	783	1063	535	735	283	727	721	829	0.6588112893845705	0	0.3424159854677566	/home/suching/reproducibility/data/sst/dev.jsonl	False		True	single_id	just_spaces	semisupervised_text_classification_json	2.910821989604405
21	0	0.3905540417801998	1.415924838611058	False		True	single_id	just_spaces	semisupervised_text_classification_json	4	32	basic	0.2			True		300.0							boe	seq2vec	300.0	True	embedding	classifier	2548.828	561	561	561	687	561	561	739	561	/home/suching/reproducibility/data/sst/train.jsonl	0	50	0.0254	adam	5	+accuracy	0.9389044943820225	2548.828	00:00:15	4	561	561	561	685	561	561	739	561	0.19894263033898135	0	0.3496821071752952	/home/suching/reproducibility/data/sst/dev.jsonl	False		True	single_id	just_spaces	semisupervised_text_classification_json	4.085495703560966
22	0	0.27338782924613986	2.2925089291163854	False		True	single_id	just_spaces	semisupervised_text_classification_json	4	32	basic	0.2		maxpool		True		194.0	300.0			1.0		lstm	seq2seq	300.0	True	embedding	classifier	2553.632	949	709	877	709	789	1097	883	703	/home/suching/reproducibility/data/sst/train.jsonl	0	50	0.0891	adam	5	+accuracy	0.23478464419475656	2553.632	00:00:40	4	949	709	819	709	789	1059	883	703	3.716624825188283	0	0.22888283378746593	/home/suching/reproducibility/data/sst/dev.jsonl	False		True	single_id	just_spaces	semisupervised_text_classification_json	2.4916932719094413
23	6	0.2779291553133515	1.660393238067627	False		True	single_id	just_spaces	semisupervised_text_classification_json	10	32	basic	0.0		attention		True		213.0	300.0			1.0		lstm	seq2seq	300.0	True	embedding	classifier	2553.792	879	1247	899	981	733	969	707	703	/home/suching/reproducibility/data/sst/train.jsonl	0	50	0.0291	adam	5	+accuracy	0.31835205992509363	2553.78	00:01:45	10	879	1195	543	979	0	825	707	703	1.6198492773463218	0	0.26430517711171664	/home/suching/reproducibility/data/sst/dev.jsonl	False		True	single_id	just_spaces	semisupervised_text_classification_json	1.823187027658735
24	6	0.35149863760217986	18.861005565098353	False		True	single_id	just_spaces	semisupervised_text_classification_json	10	32	basic	0.2			True		300.0							boe	seq2vec	300.0	True	embedding	classifier	2550.112	947	953	743	687	731	757	979	1119	/home/suching/reproducibility/data/sst/train.jsonl	0	50	0.08	adam	5	+accuracy	0.9151451310861424	2550.112	00:00:51	10	947	953	743	687	731	757	979	709	1.4427813692262557	0	0.3405994550408719	/home/suching/reproducibility/data/sst/dev.jsonl	False		True	single_id	just_spaces	semisupervised_text_classification_json	31.974415479387556
25	1	0.24159854677565848	2120.998450578962	False		True	single_id	just_spaces	semisupervised_text_classification_json	5	32	basic	0.1					300.0			[1, 2, 3, 4, 5, 6, 7]	244		420.0	cnn	seq2vec	300.0	True	embedding	classifier	2558.78	1165	791	779	711	687	899	741	731	/home/suching/reproducibility/data/sst/train.jsonl	0	50	0.0492	adam	5	+accuracy	0.3022003745318352	2558.7	00:00:48	5	315	791	779	711	0	899	741	731	4906.250916613175	0	0.20072661217075385	/home/suching/reproducibility/data/sst/dev.jsonl	False		True	single_id	just_spaces	semisupervised_text_classification_json	6580.271908133371
26	0	0.35967302452316074	1.645699804169791	False		True	single_id	just_spaces	semisupervised_text_classification_json	4	32	basic	0.1			True		300.0							boe	seq2vec	300.0	True	embedding	classifier	2549.068	685	947	687	883	687	863	715	793	/home/suching/reproducibility/data/sst/train.jsonl	0	50	0.0442	adam	5	+accuracy	0.8930243445692884	2549.068	00:00:31	4	685	947	687	883	687	863	715	793	0.4375510839989569	0	0.3315168029064487	/home/suching/reproducibility/data/sst/dev.jsonl	False		True	single_id	just_spaces	semisupervised_text_classification_json	5.570034183774676
27	2	0.3578564940962761	6.763482223238264	False		True	single_id	just_spaces	semisupervised_text_classification_json	6	32	basic	0.4			True		300.0							boe	seq2vec	300.0	True	embedding	classifier	2548.36	901	687	685	981	1001	843	739	977	/home/suching/reproducibility/data/sst/train.jsonl	0	50	0.0778	adam	5	+accuracy	0.8397705992509363	2548.32	00:00:35	6	0	687	685	981	971	843	739	977	2.1693437787589063	0	0.3278837420526794	/home/suching/reproducibility/data/sst/dev.jsonl	False		True	single_id	just_spaces	semisupervised_text_classification_json	17.344109072004045
28	21	0.2724795640326976	1014.6255528041295	False		True	single_id	just_spaces	semisupervised_text_classification_json	25	32	basic	0.0					300.0			[1, 2, 3, 4, 5, 6, 7]	502		170.0	cnn	seq2vec	300.0	True	embedding	classifier	2566.152	835	899	843	1195	1155	741	999	851	/home/suching/reproducibility/data/sst/train.jsonl	0	50	0.0187	adam	5	+accuracy	0.5262172284644194	2566.152	00:03:28	25	835	751	737	1195	831	741	757	687	132.76264748010743	0	0.2524977293369664	/home/suching/reproducibility/data/sst/dev.jsonl	False		True	single_id	just_spaces	semisupervised_text_classification_json	11389.926220703124
29	7	0.2688465031789282	6.089320393971034	False		True	single_id	just_spaces	semisupervised_text_classification_json	11	32	basic	0.4		maxpool		True		475.0	300.0			1.0		lstm	seq2seq	300.0	True	embedding	classifier	2568.896	727	757	845	805	727	917	857	1239	/home/suching/reproducibility/data/sst/train.jsonl	0	50	0.0635	adam	5	+accuracy	0.23443352059925093	2568.892	00:01:59	11	727	757	845	687	727	917	857	1239	8.380584618571993	0	0.22615803814713897	/home/suching/reproducibility/data/sst/dev.jsonl	False		True	single_id	just_spaces	semisupervised_text_classification_json	7.374461010524205
30	11	0.25885558583106266	3.3253664902278355	False		True	single_id	just_spaces	semisupervised_text_classification_json	15	32	basic	0.4		final_state		True		278.0	300.0			2.0		lstm	seq2seq	300.0	True	embedding	classifier	2562.98	873	843	1045	735	713	745	879	1133	/home/suching/reproducibility/data/sst/train.jsonl	0	50	0.0822	adam	5	+accuracy	0.22495318352059926	2562.98	00:03:05	15	709	843	1045	687	713	741	879	1133	4.542939935284161	0	0.23978201634877383	/home/suching/reproducibility/data/sst/dev.jsonl	False		True	single_id	just_spaces	semisupervised_text_classification_json	3.2139241422925675
31	0	0.26430517711171664	1.8205495187214442	False		True	single_id	just_spaces	semisupervised_text_classification_json	4	32	basic	0.4		attention		True		212.0	300.0			1.0		lstm	seq2seq	300.0	True	embedding	classifier	2558.096	719	801	751	707	829	709	745	717	/home/suching/reproducibility/data/sst/train.jsonl	0	50	0.0922	adam	5	+accuracy	0.2311563670411985	2558.096	00:00:48	4	719	801	751	707	0	709	745	687	2.0879419872376803	0	0.2161671207992734	/home/suching/reproducibility/data/sst/dev.jsonl	False		True	single_id	just_spaces	semisupervised_text_classification_json	2.0372790779386247
32	1	0.368755676657584	1.6509411914008005	False		True	single_id	just_spaces	semisupervised_text_classification_json	5	32	basic	0.1												linear				bag_of_word_counts	classifier	2529.872	561	561	561	561	561	561	561	561	/home/suching/reproducibility/data/sst/train.jsonl	0	50	0.0217	adam	5	+accuracy	0.9363295880149812	2529.86	00:06:49	5	561	561	561	561	561	561	561	561	0.22715912756513568	0	0.3542234332425068	/home/suching/reproducibility/data/sst/dev.jsonl	False		True	single_id	just_spaces	semisupervised_text_classification_json	2.092114462171282
33	4	0.35876475930971846	13.027324145180838	False		True	single_id	just_spaces	semisupervised_text_classification_json	8	32	basic	0.4			True		300.0							boe	seq2vec	300.0	True	embedding	classifier	2549.844	687	795	1007	735	909	961	1197	697	/home/suching/reproducibility/data/sst/train.jsonl	0	50	0.0855	adam	5	+accuracy	0.8664559925093633	2549.84	00:00:47	8	687	685	1007	687	845	961	0	697	2.687330745244294	0	0.32697547683923706	/home/suching/reproducibility/data/sst/dev.jsonl	False		True	single_id	just_spaces	semisupervised_text_classification_json	28.970487458365305
34	3	0.296094459582198	1.6410342012132917	False		True	single_id	just_spaces	semisupervised_text_classification_json	7	32	basic	0.1		meanpool		True		436.0	300.0			2.0		lstm	seq2seq	300.0	True	embedding	classifier	2586.588	1279	875	911	743	1155	885	709	851	/home/suching/reproducibility/data/sst/train.jsonl	0	50	0.0746	adam	5	+accuracy	0.3098080524344569	2586.588	00:01:45	7	829	829	687	743	1155	719	449	0	1.609599016578903	0	0.29336966394187103	/home/suching/reproducibility/data/sst/dev.jsonl	False		True	single_id	just_spaces	semisupervised_text_classification_json	1.6225481748580932
35	18	0.37329700272479566	1.6516380275998797	False		True	single_id	just_spaces	semisupervised_text_classification_json	22	32	basic	0.3		attention		True		303.0	300.0			2.0		lstm	seq2seq	300.0	True	embedding	classifier	2566.708	763	753	1181	801	937	949	877	905	/home/suching/reproducibility/data/sst/train.jsonl	0	50	0.0156	adam	5	+accuracy	0.5483380149812734	2566.708	00:04:44	22	10	721	10	801	937	717	877	905	1.0075428517123732	0	0.35603996366939145	/home/suching/reproducibility/data/sst/dev.jsonl	False		True	single_id	just_spaces	semisupervised_text_classification_json	1.7093408278056554
36	2	0.3333333333333333	1.7327072552272251	False		True	single_id	just_spaces	semisupervised_text_classification_json	6	32	basic	0.1		meanpool		True		87.0	300.0			1.0		lstm	seq2seq	300.0	True	embedding	classifier	2552.696	869	683	729	731	687	771	695	753	/home/suching/reproducibility/data/sst/train.jsonl	0	50	0.0752	adam	5	+accuracy	0.35545411985018727	2552.696	00:01:12	6	10	683	729	731	685	737	695	753	1.564577262053329	0	0.27883742052679383	/home/suching/reproducibility/data/sst/dev.jsonl	False		True	single_id	just_spaces	semisupervised_text_classification_json	1.6574905020850046
37	0	0.3923705722070845	1.3683209078652518	False		True	single_id	just_spaces	semisupervised_text_classification_json	4	32	basic	0.4		maxpool		True		327.0	300.0			2.0		lstm	seq2seq	300.0	True	embedding	classifier	2566.02	715	855	779	713	685	871	743	881	/home/suching/reproducibility/data/sst/train.jsonl	0	50	0.0025	adam	5	+accuracy	0.9297752808988764	2566.02	00:01:02	4	715	855	779	713	685	871	715	125	0.1941435904231634	0	0.36603088101725706	/home/suching/reproducibility/data/sst/dev.jsonl	False		True	single_id	just_spaces	semisupervised_text_classification_json	2.920239176068987
38	0	0.23251589464123523	2814.0087280273438	False		True	single_id	just_spaces	semisupervised_text_classification_json	4	32	basic	0.2					300.0			[1, 2, 3, 4, 5, 6]	159		79.0	cnn	seq2vec	300.0	True	embedding	classifier	2564.68	715	745	893	879	731	729	749	741	/home/suching/reproducibility/data/sst/train.jsonl	0	50	0.0937	adam	5	+accuracy	0.2717696629213483	2564.68	00:00:37	4	715	745	893	879	731	729	745	741	6549.963470230388	0	0.21162579473206175	/home/suching/reproducibility/data/sst/dev.jsonl	False		True	single_id	just_spaces	semisupervised_text_classification_json	12268.944944981165
39	0	0.23796548592188918	28657.73203125	False		True	single_id	just_spaces	semisupervised_text_classification_json	4	32	basic	0.0					300.0			[1, 2, 3, 4, 5, 6]	385		473.0	cnn	seq2vec	300.0	True	embedding	classifier	2558.328	681	687	731	1145	807	791	765	837	/home/suching/reproducibility/data/sst/train.jsonl	0	50	0.0866	adam	5	+accuracy	0.28323970037453183	2558.324	00:00:42	4	681	687	731	1145	807	687	759	835	121562.50932077701	0	0.23705722070844687	/home/suching/reproducibility/data/sst/dev.jsonl	False		True	single_id	just_spaces	semisupervised_text_classification_json	172976.49285714285
40	1	0.2506811989100817	1572.385888671875	False		True	single_id	just_spaces	semisupervised_text_classification_json	5	32	basic	0.0					300.0			[1, 2, 3, 4, 5, 6, 7, 8, 9]	194		256.0	cnn	seq2vec	300.0	True	embedding	classifier	2563.02	801	741	729	707	685	743	773	753	/home/suching/reproducibility/data/sst/train.jsonl	0	50	0.0716	adam	5	+accuracy	0.29728464419475653	2563.02	00:00:56	5	801	741	729	707	685	743	773	571	23197.342153370602	0	0.24704813805631246	/home/suching/reproducibility/data/sst/dev.jsonl	False		True	single_id	just_spaces	semisupervised_text_classification_json	27281.579561941966
41	0	0.25885558583106266	2.3362036977495464	False		True	single_id	just_spaces	semisupervised_text_classification_json	4	32	basic	0.0		final_state		True		292.0	300.0			2.0		lstm	seq2seq	300.0	True	embedding	classifier	2561.6	761	941	739	773	723	687	745	747	/home/suching/reproducibility/data/sst/train.jsonl	0	50	0.0825	adam	5	+accuracy	0.23946629213483145	2561.6	00:01:04	4	761	941	687	773	723	685	745	10	2.113499749465828	0	0.21889191643960038	/home/suching/reproducibility/data/sst/dev.jsonl	False		True	single_id	just_spaces	semisupervised_text_classification_json	1.9431305851255145
42	9	0.26248864668483196	2.1332134178706577	False		True	single_id	just_spaces	semisupervised_text_classification_json	13	32	basic	0.2		attention		True		185.0	300.0			1.0		lstm	seq2seq	300.0	True	embedding	classifier	2561.42	783	1025	777	701	705	723	1189	829	/home/suching/reproducibility/data/sst/train.jsonl	0	50	0.0887	adam	5	+accuracy	0.2367743445692884	2561.42	00:02:20	13	777	987	777	701	705	723	721	829	2.075298232085696	0	0.25703905540417804	/home/suching/reproducibility/data/sst/dev.jsonl	False		True	single_id	just_spaces	semisupervised_text_classification_json	2.062547765459333
43	5	0.35513169845594916	22.49253104073661	False		True	single_id	just_spaces	semisupervised_text_classification_json	9	32	basic	0.4			True		300.0							boe	seq2vec	300.0	True	embedding	classifier	2548.904	687	857	787	879	907	737	885	687	/home/suching/reproducibility/data/sst/train.jsonl	0	50	0.0979	adam	5	+accuracy	0.8730102996254682	2548.896	00:00:54	9	687	697	10	879	907	737	885	10	3.4406757859255044	0	0.3387829246139873	/home/suching/reproducibility/data/sst/dev.jsonl	False		True	single_id	just_spaces	semisupervised_text_classification_json	41.999338368007116
44	10	0.2688465031789282	69.27458739961897	False		True	single_id	just_spaces	semisupervised_text_classification_json	14	32	basic	0.3					300.0			[1, 2, 3, 4, 5, 6, 7]	364		321.0	cnn	seq2vec	300.0	True	embedding	classifier	2564.132	1085	687	781	737	853	745	821	829	/home/suching/reproducibility/data/sst/train.jsonl	0	50	0.0123	adam	5	+accuracy	0.47670880149812733	2564.132	00:01:55	14	859	10	0	737	853	685	183	829	59.594708708788126	0	0.2488646684831971	/home/suching/reproducibility/data/sst/dev.jsonl	False		True	single_id	just_spaces	semisupervised_text_classification_json	943.4058310372488
45	0	0.38782924613987285	1.3420716115406581	False		True	single_id	just_spaces	semisupervised_text_classification_json	4	32	basic	0.3			True		300.0							boe	seq2vec	300.0	True	embedding	classifier	2549.208	687	727	687	687	735	687	787	745	/home/suching/reproducibility/data/sst/train.jsonl	0	50	0.0113	adam	5	+accuracy	0.9650046816479401	2549.188	00:00:32	4	687	727	687	687	735	687	787	707	0.11597597586472383	0	0.34514078110808355	/home/suching/reproducibility/data/sst/dev.jsonl	False		True	single_id	just_spaces	semisupervised_text_classification_json	3.257408928871155
